geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,brewery,check_date:opening_hours,indoor_seating,name,opening_hours:signed,outdoor_seating,phone,smoking,toilets:wheelchair,website,wheelchair,email,min_age,name:ja,opening_hours,check_date,operator,addr:suburb,level,contact:phone,contact:website,description,start_date,internet_access,payment:cards,payment:credit_cards,payment:debit_cards,air_conditioning,entrance,contact:facebook,lgbtq,wheelchair:description,source,contact:email,live_music,wikidata,wikipedia,sport,note,karaoke,payment:cash,mapillary,payment:mastercard,payment:visa,winery,contact:fax,contact:twitter,historic,wikimedia_commons,building,facebook,instagram,toilets,fax,url,drink:beer,drink:cider,drink:guinness,internet_access:ssid,payment:others,old_name,disused:amenity,disused:name,cuisine,payment:coins,payment:notes,payment:shells,payment:girocard,service:phone,shop,drink:club-mate,phone:mobile,alt_name,contact:foursquare,contact:mobile,contact:myspace,contact:partyearth,contact:qype,contact:tripadvisor,contact:yelp,toilets:access,diet:vegetarian,contact:instagram,changing_table,toilets:disposal,toilets:handwashing,toilets:paper_supplied,toilets:position,cocktails,reservation,source:addr,name:ru,short_name,addr:floor,billiards,gambling,cruising,lgbtq:men,official_name,addr:housename,food,image,addr:place,internet_access:fee,payment:american_express,payment:contactless,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:visa_debit,payment:visa_electron,darkroom,fetish:leather,fetish:rubber,lgbtq:cruising,nohousenumber,ref:vatin,identity,mode_of_organisation:self_managed,drink:wine,dog,wheelchair:description:de,wheelchair:description:en,billiards:pool,billiards:snooker,wheelchair:note,internet_access:operator,takeaway,payment:app,payment:cryptocurrencies,payment:qr_code,opening_hours:kitchen,contact:phone:description,diet:vegan,location,tourism,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,music,opening_hours:url,addr:city:fa,theme,wifi,opening,organic,payment:lightning_contactless,lgbtq:signed,lgbtq:women,fetish:jeans,fetish:skins,fetish:sneakers,fetish:uniform,male,lgbtq:gay,access,not:brand:wikidata,note:de,microbrewery,shisha,name:de,payment:account_cards,payment:alipay,payment:apple_pay,payment:bancomat,payment:blik,payment:cheque,payment:clipper,payment:dkv,payment:ep_easycard,payment:ep_ipass,payment:google_pay,payment:mastercard_contactless,payment:paypal,payment:prepaid_ticket,payment:telephone_cards,payment:unionpay,payment:uta,payment:v_pay,payment:wechat,opening_hours:covid19,operator:type,office,kitchen,name:en,contact:untappd,name:ar,fixme,survey:date,contact:telegram,age_group,website:menu,brand,contact:ra,post_office,post_office:brand,post_office:ref:deutsche_post,post_office:service_provider,post_office:website,building:levels,roof:levels,mobile,seamark:hulk:category,seamark:type,building:min_level,building:part,surveillance,roof:shape
POINT (13.4248129 52.4901043),Berlin,DE,27,12047,Lenaustraße,bar,,,,Geist im Glas,,,0177 4014538,,,https://www.geistimglas.de/,,,,,"Mo-We 19:00-02:00, Th 19:00-03:00, Fr 19:00-04:00, Sa 10:00-04:00, Su 10:00-02:00",,,Neukölln,,,,,,,,,,,,,,,Collected via KeypadMapper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,american;diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5637154 52.5709947),,,,,,bar,,,,Café Vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garmin Oregon 550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://i.imgur.com/HIlUtl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4018631 52.5301475),,,,,,bar,,,,Goldman's Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3552405 52.4891131),Berlin,DE,11,10823,Vorbergstraße,bar,,,,Varadero,,,,,,,no,,,,,,,Schöneberg,,,http://www.varaderobar.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3450842 52.5067921),,,,,,bar,,,,Marlene Bar,,,,,,,yes,,,,,2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4000208 52.5225271),Berlin,,4,10178,Kleine Präsidentenstraße,bar,,,yes,Le Jardin,,no,,,,,limited,,,,We 18:00-01:00; Th-Sa 19:00-02:00,2024-09-24,Liberation Hospitality Concepts GmbH,,0,,http://lejardin-bar.de/,,,,,,,,,,,,,hello@lejardin-bar.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 157 50999418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4167581 52.5008697),Berlin,DE,,10999,Dresdener Straße,bar,,2024-09-13,,Ottorink Weinbar,no,,,no,no,,no,,,,,,,Kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.479348 52.5557323),,,,,,bar,,,yes,Freetime,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4237153 52.4774238),Berlin,DE,7,12049,Herrfurthstraße,bar,,,,Penny Short,,,,,,,limited,,,,,,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odd Future / Schiller Bar / Black Rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4430142 52.5115736),Berlin,DE,,10243,Am Wriezener Bahnhof,bar,,,,Lab.Oratory,,,,,,,limited,,,,,,Berghain OstGut GmbH,Friedrichshain,,,http://lab-oratory.de/,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3529334 52.497044),Berlin,DE,50,10781,Winterfeldtstraße,bar,,2022-08-19,,Green Door,no,,,yes,,https://www.greendoor.de/,no,,,,"Su,Tu-Th 18:00-02:00, Fr,Sa 18:00-03:00",,Green Door Müller-Scherz & Hegewisch OHG,Schöneberg,,,,,,,,,,,,https://www.facebook.com/greendoorbarberlin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/greendoorbar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE171862777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.308142 52.4980519),,,,,,bar,,,,Puro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4336754 52.4715083),Berlin,DE,22,12053,Jonasstraße,bar,,,,Tamper Meets Jigger,,,,,,,limited,,,,Tu-Th 09:00-17:00; Fr-Su 09:00-18:00; Mo off,,,Neukölln,,+49 30 68900707,https://tampermeetsjigger.com,,2019-01,,,,,,,,,,,contact@tampermeetsjigger.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cocktails;breakfast;brunch;coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4023074 52.5335272),Berlin,DE,16,10119,Veteranenstraße,bar,,2023-03-16,yes,Suzie Mambo,no,yes,,dedicated,,,no,,,,,,,Mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.458883 52.509129),Berlin,DE,37,10245,Wühlischstraße,bar,,2022-11-02,yes,Timber Doodle Bar,,yes,,yes,,,no,,,,Tu-Sa 19:00-02:00; PH 19:00-02:00 off,2024-09-04,,Friedrichshain,,,,,,,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3198539 52.5056639),Berlin,DE,5a,10623,Bleibtreustraße,bar,peroni,,,BARBARO Cafe Bar,,yes,,,,,no,,,,Mo-Sa 08:00-22:00,,,Charlottenburg,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.401254 52.535623),Berlin,DE,7,10119,Zionskirchstraße,bar,,,,Roberta,,yes,,,,,no,,,,Mo-Su 19:00+,2023-06-04,,Mitte,,,http://www.roberta-bar.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3514801 52.4975858),Berlin,DE,27,10777,Nollendorfstraße,bar,,,,Stagger Lee,,,+49 30 29036158,separated,no,,limited,,,,,,Maureen Reichl,Schöneberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3541391 52.4975047),Berlin,DE,12,10777,Maaßenstraße,bar,,,yes,Nachbar,,yes,,,,,yes,,,,"Mo-Su,PH 17:00-22:00+",,,Schöneberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4347267 52.4904912),,,,,,bar,,2024-03-31,,City Bar Sopot,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,croatian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.430953 52.4865618),Berlin,DE,5,12047,Pannierstraße,bar,,,,Tristeza,,,,,yes,https://tristezakollektiv.wordpress.com/,limited,,,,"Su,Tu-Th 18:00-01:30, Fr-Sa 18:00-04:00",,,Neukölln,,+49 30 27497066,,,,,,,,,,,welcome,"Eine flache Rampe führt in den Laden, aber der Keller ist nicht mit dem Rollstuhl zu erreichen. Die Toiletten sind zwar ebenerdig, aber der Weg ist eng, die Türen schwergängig und ohne Hilfe kommt niemand mit dem Rollstuhl auf das WC.",Solikon 2015,info@tristeza.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tristezakiezkneipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,solidarity_economy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3853061 52.5578993),Berlin,DE,58,13359,Prinzenallee,bar,,,,Kamine & Wein,,,+49 30 53641972,,,http://www.kamineundwein.de/,yes,,,,Fr 18:00+,2023-07-17,,Gesundbrunnen,,+49 30 53641972,,Zur Zeit keine regelmäßige Gastronomie am Abend!,,,,,,,,,,"Haben nur eine Toilette, aber mit viel Platz und Halterungen neben der Toilette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4543954 52.5103553),Berlin,DE,23,10245,Kopernikusstraße,bar,,2023-11-30,yes,Kürbiskern Zauberbar,no,yes,,yes,,,no,,,,,,,Friedrichshain,,,,,,,,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3069828 52.4984514),Berlin,DE,,10709,Paulsborner Straße,bar,,,,CuBar,,,,,,http://www.beigabi.com/,,,,,Mo-Sa 18:00+,,,Wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4425685 52.4738852),Berlin,DE,16,12043,Karl-Marx-Platz,bar,,,yes,Arkaoda,,yes,,,,,no,,,,"Su-Th 10:00-02:00, Fr-Sa 10:00-06:00",,Miss Tipsy,Neukölln,,,http://berlin.arkaoda.com/,,,,,,,,,,,,,berlin@arkaoda.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4416997 52.4735534),Berlin,DE,6,12043,Karl-Marx-Platz,bar,,,,Balera Weinhandlung,,,,,no,https://baleraweine.com/,limited,,,,"Tu 15:00-21:00; We,Th 15:00-22:00; Fr 15:00-22:30; Sa 12:00-22:30",,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE1628301896,,,,,Nach mobiler Rampe fragen.,Ask for mobile wheelchair ramp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3202011 52.517158),Berlin,DE,28,10587,Guerickestraße,bar,,,,Bären-Stüb'l,,,,,,,,,,,09:00+,,,Charlottenburg,,+49 30 3415908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.313787 52.504227),Berlin,DE,43,10629,Leibnizstraße,bar,,,,Bar96,,,,,,,no,,,,,,,Charlottenburg,,+493054710522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.365328 52.489166),Berlin,DE,35,10829,Monumentenstraße,bar,,,,Billardaire,,,,,,,,,,,"Mo-Fr 16:00-00:00, Sa-Su 14:00-00:00",,Markus Oppinger,Schöneberg,,,https://www.billardaire.de/,,,,,,,,,,,,,,,,,billiards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3778739 52.4832239),,,,,,bar,,,,Fun,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4240153 52.5327033),,,,,,bar,,,,Weinberg,,yes,,,,,limited,,,,Mo-Sa 12:00-24:00,2024-06-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3691639 52.5502352),Berlin,DE,2,13357,Gottschedstraße,bar,,,yes,Jatz,,yes,,yes,,https://www.jatz-bar.de/,,,,,"Mo-Su,PH 19:00-03:00",,,Gesundbrunnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4491303 52.4854486),,,,,,bar,,2023-06-13,,Mega Spass Mega Bar,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3266289 52.4984384),,,,,,bar,,,,Rum Trader,,,,,,,,,,,,2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2378644 52.5422071),,,,,,bar,,,,Mozartkugel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4262801 52.4897279),Berlin,DE,64,12047,Hobrechtstraße,bar,,2023-05-05,,Fuks,no,,,,,,limited,,,,,,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3776078 52.466406),,,,,,bar,,,yes,Gaststätte Berlinicke Stuben,,yes,,,no,,limited,,,,"Mo-Fr 12:00-18:00+, Sa,Su 13:00-18:00+; PH 13:00-18:00+",,,,,,,,,,,,,,,,,"Achtung! Eingang nur ca. 65 cm! Sonst ebenerdig. Toilette nur im Vorraum, Tür wie der Eingang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3618932 52.5517605),,,,,,bar,,,,Destille,,,,,,,limited,,,,"Mo-Th 14:00-22:00, Fr,Sa 14:00-18:00+",,,,,,,,,,,,,,,,,"Rampe vorhanden, einfach fragen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2809427 52.5868932),Berlin,DE,14,13507,Medebacher Weg,bar,,,,Kubis Point,,yes,,outside,,,limited,,,,We-Th 13:00-18:00; Fr-Sa 13:00-00:00,,,Tegel,,,http://www.kubis-point.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,cake,,,,,,,,,,,+49 177 3163999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4305072 52.5023128),,,,,,bar,,,yes,Gallina,,yes,,,no,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4466449 52.4804034),,,79,,Weserstraße,bar,,,,Poropati,no,,,,,,no,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3525383 52.5401924),,,9,,Torfstraße,bar,,,yes,Lambo Bar,,yes,,,,,yes,,,,,2022-12-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
